id,not_before,not_after,longitude,latitude,type_of_monument,country,text_edition,type_of_monument_clean,type_of_inscription_clean,country_clean,clean_text_interpretive_word,clean_text_interpretive_word_lowercase,clean_text_interpretive_sentence,form_dis_manibus
HD025388,0101,0200,-0.2667,39.6833,NA,Spain,Dis Manibus sacrum Cornelia Auge nnorum XXX             ,NULL,epitaph,Spain,Dis Manibus sacrum Cornelia Auge annorum XXX,dis manibus sacrum cornelia auge annorum xxx,Dis Manibus sacrum Cornelia Auge annorum XXX,dis manibus sacrum
HD025946,0101,0200,-0.2667,39.6833,NA,Spain,Dis Manibus Fulviae Mansuetae annorum XXXV Fulvius Cip uxori piissimae,NULL,epitaph,Spain,Dis Manibus Fulviae Mansuetae annorum XXXV Fulvius Cip uxori piissimae,dis manibus fulviae mansuetae annorum xxxv fulvius cip uxori piissimae,Dis Manibus Fulviae Mansuetae annorum XXXV Fulvius Cip uxori piissimae,dis manibus
HD025958,0101,0200,-0.2667,39.6833,NA,Spain,                Dis Manibus Geminiae Myrines nnorum XXX Lucius Baebius Pardus omni bono de se meritae fecit             ,NULL,epitaph,Spain,Dis Manibus Geminiae Myrines annorum XXX Lucius Baebius Pardus omni bono de se meritae fecit,dis manibus geminiae myrines annorum xxx lucius baebius pardus omni bono de se meritae fecit,Dis Manibus Geminiae Myrines annorum XXX Lucius Baebius Pardus omni bono de se meritae fecit,dis manibus
HD025982,0001,0100,-0.2667,39.6833,NA,Spain, f Pe ?D M  Q L B S  Dis Manibus  i Hermetis et Tertullae uxoris             ,NULL,epitaph,Spain,f Pe D M Q L B S Dis Manibus i Hermetis et Tertullae uxoris,f pe d m q l b s dis manibus i hermetis et tertullae uxoris,f Pe D M Q L B S Dis Manibus i Hermetis et Tertullae uxoris,d m
HD026072,0101,0200,-0.2667,39.6833,stele,Spain,Dis Manibus Severi annorum XXXXIIX bene merenti fecit Prote             ,stele,epitaph,Spain,Dis Manibus Severi annorum XXXXIIX bene merenti fecit Prote,dis manibus severi annorum xxxxiix bene merenti fecit prote,Dis Manibus Severi annorum XXXXIIX bene merenti fecit Prote,dis manibus
HD026124,0171,0230,-4.4676,37.5863,altar,Spain,Dis Manibus sacrum S Compse annorum XXXX pia hic sita est sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum S Compse annorum XXXX pia hic sita est sit tibi terra levis,dis manibus sacrum s compse annorum xxxx pia hic sita est sit tibi terra levis,Dis Manibus sacrum S Compse annorum XXXX pia hic sita est sit tibi terra levis,dis manibus sacrum
HD026156,0101,0300,-0.2667,39.6833,NA,Spain,Dis Manibus VOIRC IIMA IIAIA IA ,NULL,epitaph,Spain,Dis Manibus VO IRC IIMA IIAIA IA,dis manibus vo irc iima iiaia ia,Dis Manibus VO IRC IIMA IIAIA IA,dis manibus
HD026264,0101,0150,-0.2167,39.6833,NA,Spain,                Dis Manibus sacrum             ,NULL,epitaph,Spain,Dis Manibus sacrum,dis manibus sacrum,Dis Manibus sacrum,dis manibus sacrum
HD026282,0101,0200,-0.2783,39.6801,NA,Spain,Dis Manibus Iuli Pompeiani annorum  Pompeia  ,NULL,epitaph,Spain,Dis Manibus Iuli Pompeiani annorum Pompeia,dis manibus iuli pompeiani annorum pompeia,Dis Manibus Iuli Pompeiani annorum Pompeia,dis manibus
HD026291,0101,0300,-0.2786,39.68,NA,Spain,Dis Manibus sacrum Corneliae Iustae nnorum VII mensium VII dierum VI Cornelius Restitutus et Annia Iustina filiae dulcissimae             ,NULL,epitaph,Spain,Dis Manibus sacrum Corneliae Iustae annorum VII mensium VII dierum VI Cornelius Restitutus et Annia Iustina filiae dulcissimae,dis manibus sacrum corneliae iustae annorum vii mensium vii dierum vi cornelius restitutus et annia iustina filiae dulcissimae,Dis Manibus sacrum Corneliae Iustae annorum VII mensium VII dierum VI Cornelius Restitutus et Annia Iustina filiae dulcissimae,dis manibus sacrum
HD026303,0101,0300,-0.3,39.5833,NA,Spain,Dis Manibus Heraclides vixit annos XXVIII menses X dies XVIIII Marcia Charis fratri piissimo,NULL,epitaph,Spain,Dis Manibus Heraclides vixit annos XXVIII menses X dies XVIIII Marcia Charis fratri piissimo,dis manibus heraclides vixit annos xxviii menses x dies xviiii marcia charis fratri piissimo,Dis Manibus Heraclides vixit annos XXVIII menses X dies XVIIII Marcia Charis fratri piissimo,dis manibus
HD026324,0100,0200,-4.6304,37.0325,altar,Spain,Dis Manibus sacrum Acilia Plaecusa sic Singiliensis Barbensis annorum  hic sita est ,altar,epitaph,Spain,Dis Manibus sacrum Acilia Plaecusa Singiliensis Barbensis annorum hic sita est,dis manibus sacrum acilia plaecusa singiliensis barbensis annorum hic sita est,Dis Manibus sacrum Acilia Plaecusa Singiliensis Barbensis annorum hic sita est,dis manibus sacrum
HD026345,0101,0300,-0.3,39.5833,NA,Spain,Dis Manibus HOR S ,NULL,epitaph,Spain,Dis Manibus HOR S,dis manibus hor s,Dis Manibus HOR S,dis manibus
HD026369,0101,0300,-0.3167,39.6833,NA,Spain,Dis Manibus Acilius Urbicus annorum  Maxsimus sic et Martialis fili patri incomparabili             ,NULL,NULL,Spain,Dis Manibus Acilius Urbicus annorum Maxsimus et Martialis fili patri incomparabili,dis manibus acilius urbicus annorum maxsimus et martialis fili patri incomparabili,Dis Manibus Acilius Urbicus annorum Maxsimus et Martialis fili patri incomparabili,dis manibus
HD026450,0151,0300,-0.25,39.7333,stele,Spain,Dis Manibus Baebio Seneciano annorum XVIII Sergius Ursio et Baebia Marcia filio pientissimo et sibi fecerunt,stele,epitaph,Spain,Dis Manibus Baebio Seneciano annorum XVIII Sergius Ursio et Baebia Marcia filio pientissimo et sibi fecerunt,dis manibus baebio seneciano annorum xviii sergius ursio et baebia marcia filio pientissimo et sibi fecerunt,Dis Manibus Baebio Seneciano annorum XVIII Sergius Ursio et Baebia Marcia filio pientissimo et sibi fecerunt,dis manibus
HD026558,0101,0230,-0.2786,39.68,statue base?,Spain,D(is) M(anibus)  Geminio  filio mo annorum omnibus honoribus in re publica sua functo --- Geminia Barbara patrono optimo et Quinto Lucretio Lucretiano annorum XIIX filio piissimo             ,statue base,epitaph,Spain,Dis Manibus Geminio filio mo annorum omnibus honoribus in re publica sua functo Geminia Barbara patrono optimo et Quinto Lucretio Lucretiano annorum XIIX filio piissimo,dis manibus geminio filio mo annorum omnibus honoribus in re publica sua functo geminia barbara patrono optimo et quinto lucretio lucretiano annorum xiix filio piissimo,Dis Manibus Geminio filio mo annorum omnibus honoribus in re publica sua functo Geminia Barbara patrono optimo et Quinto Lucretio Lucretiano annorum XIIX filio piissimo,dis manibus
HD026570,0101,0230,-0.2786,39.68,statue base?,Spain,D(is) M(anibus) Baebiae Crispinae Quintus Baebius Baebianus filiae piissimae nnrum XVII posuit             ,statue base,epitaph,Spain,Dis Manibus Baebiae Crispinae Quintus Baebius Baebianus filiae piissimae annorum XVII posuit,dis manibus baebiae crispinae quintus baebius baebianus filiae piissimae annorum xvii posuit,Dis Manibus Baebiae Crispinae Quintus Baebius Baebianus filiae piissimae annorum XVII posuit,dis manibus
HD026573,0101,0200,-0.2786,39.68,tabula?,Spain,Dis Manibus Bellies Gai filiae Staphyleni nnorum XXX             ,tabula,epitaph,Spain,Dis Manibus Bellies Gai filiae Staphyleni annorum XXX,dis manibus bellies gai filiae staphyleni annorum xxx,Dis Manibus Bellies Gai filiae Staphyleni annorum XXX,dis manibus
HD026576,0101,0230,-0.2786,39.68,tabula?,Spain,Dis Manibus Domitiani anno uno menses VI Domitius Onesimus et Domitia Leontis filio piissimo             ,tabula,epitaph,Spain,Dis Manibus Domitiani anno uno menses VI Domitius Onesimus et Domitia Leontis filio piissimo,dis manibus domitiani anno uno menses vi domitius onesimus et domitia leontis filio piissimo,Dis Manibus Domitiani anno uno menses VI Domitius Onesimus et Domitia Leontis filio piissimo,dis manibus
HD026597,0101,0230,-0.2786,39.68,statue base?,Spain,Dis Manibus Cai Valeri Maximi annorum XV dierum XLVII Gaius Valerius Ianuarius filio piissimo             ,statue base,epitaph,Spain,Dis Manibus Cai Valeri Maximi annorum XV dierum XLVII Gaius Valerius Ianuarius filio piissimo,dis manibus cai valeri maximi annorum xv dierum xlvii gaius valerius ianuarius filio piissimo,Dis Manibus Cai Valeri Maximi annorum XV dierum XLVII Gaius Valerius Ianuarius filio piissimo,dis manibus
HD026609,0101,0300,-0.2228,39.7544,NA,Spain,Dis Manibus  annorum XXX ,NULL,epitaph,Spain,Dis Manibus annorum XXX,dis manibus annorum xxx,Dis Manibus annorum XXX,dis manibus
HD026667,NA,NA,1.25,41.1167,NA,Spain,Dis Manibus Gaviae Athenaidi Lucius Fabius provinciae libertus Victor contubernali carissimae et amantissimae sit tibi terra levis,NULL,NULL,Spain,Dis Manibus Gaviae Athenaidi Lucius Fabius provinciae libertus Victor contubernali carissimae et amantissimae sit tibi terra levis,dis manibus gaviae athenaidi lucius fabius provinciae libertus victor contubernali carissimae et amantissimae sit tibi terra levis,Dis Manibus Gaviae Athenaidi Lucius Fabius provinciae libertus Victor contubernali carissimae et amantissimae sit tibi terra levis,dis manibus
HD026669,0171,0300,-0.1564,39.8536,NA,Spain,Dis Manibus Fulviae Filenidi annorum XXIII Zoticus maritus uxori karissimae fidelissimae,NULL,epitaph,Spain,Dis Manibus Fulviae Filenidi annorum XXIII Zoticus maritus uxori karissimae fidelissimae,dis manibus fulviae filenidi annorum xxiii zoticus maritus uxori karissimae fidelissimae,Dis Manibus Fulviae Filenidi annorum XXIII Zoticus maritus uxori karissimae fidelissimae,dis manibus
HD026684,0101,0200,-0.2786,39.68,NA,Spain,Dis Manibus Redemptae annorum XXX             ,NULL,epitaph,Spain,Dis Manibus Redemptae annorum XXX,dis manibus redemptae annorum xxx,Dis Manibus Redemptae annorum XXX,dis manibus
HD026687,0101,0300,-0.2786,39.68,block,Spain,Dis Manibus Siciliae annorum XXXX Lupinula matri et Onesimeni sorori piissimis annorum XVIII             ,block,epitaph,Spain,Dis Manibus Siciliae annorum XXXX Lupinula matri et Onesimeni sorori piissimis annorum XVIII,dis manibus siciliae annorum xxxx lupinula matri et onesimeni sorori piissimis annorum xviii,Dis Manibus Siciliae annorum XXXX Lupinula matri et Onesimeni sorori piissimis annorum XVIII,dis manibus
HD026690,0101,0300,-0.085,39.889,tabula,Spain,Dis Manibus Caius Antonius Leo Pardae uxori             ,tabula,epitaph,Spain,Dis Manibus Caius Antonius Leo Pardae uxori,dis manibus caius antonius leo pardae uxori,Dis Manibus Caius Antonius Leo Pardae uxori,dis manibus
HD026735,0071,0200,-4.6304,37.0325,tabula,Spain,Dis Manibus sacrum Marcus Cornelius Firmus nnorum XXI pius in suis hic situs est sit tibi terra levis,tabula,epitaph,Spain,Dis Manibus sacrum Marcus Cornelius Firmus annorum XXI pius in suis hic situs est sit tibi terra levis,dis manibus sacrum marcus cornelius firmus annorum xxi pius in suis hic situs est sit tibi terra levis,Dis Manibus sacrum Marcus Cornelius Firmus annorum XXI pius in suis hic situs est sit tibi terra levis,dis manibus sacrum
HD026738,0101,0300,-0.213,40.0728,NA,Spain,Dis Manibus Caius Cornelius Me ,NULL,epitaph,Spain,Dis Manibus Caius Cornelius Me,dis manibus caius cornelius me,Dis Manibus Caius Cornelius Me,dis manibus
HD026762,0101,0300,-0.0703,40.0425,altar,Spain,Dis Manibus ,altar,epitaph,Spain,Dis Manibus,dis manibus,Dis Manibus,dis manibus
HD026780,0101,0300,0.2263,40.3046,altar,Spain,Dis Manibus Lucio Calpurnio Lascivo Licinia Liciniana ,altar,epitaph,Spain,Dis Manibus Lucio Calpurnio Lascivo Licinia Liciniana,dis manibus lucio calpurnio lascivo licinia liciniana,Dis Manibus Lucio Calpurnio Lascivo Licinia Liciniana,dis manibus
HD026804,0101,0150,-0.3194,40.4831,block,Spain,Dis Manibus sacrum Marcus Domitius Proculus annorum XVII hic situs est Marcus Domitius Seranus pater filio piissimo fecit et sibi             ,block,epitaph,Spain,Dis Manibus sacrum Marcus Domitius Proculus annorum XVII hic situs est Marcus Domitius Seranus pater filio piissimo fecit et sibi,dis manibus sacrum marcus domitius proculus annorum xvii hic situs est marcus domitius seranus pater filio piissimo fecit et sibi,Dis Manibus sacrum Marcus Domitius Proculus annorum XVII hic situs est Marcus Domitius Seranus pater filio piissimo fecit et sibi,dis manibus sacrum
HD026807,NA,NA,-0.3194,40.4831,NA,Spain,                Have Procle  Dis Manibus sacrum Marcus Domitius Proculus annorum XVII hic situs est Marcus Domitius Seranus pater filio piissimo fecit et sibi             ,NULL,epitaph,Spain,Have Procle Dis Manibus sacrum Marcus Domitius Proculus annorum XVII hic situs est Marcus Domitius Seranus pater filio piissimo fecit et sibi,have procle dis manibus sacrum marcus domitius proculus annorum xvii hic situs est marcus domitius seranus pater filio piissimo fecit et sibi,Have Procle Dis Manibus sacrum Marcus Domitius Proculus annorum XVII hic situs est Marcus Domitius Seranus pater filio piissimo fecit et sibi,dis manibus sacrum
HD026861,0151,0230,0.5216,40.8125,tabula,Spain,Dis Manibus Lucius Numisius Liberalis miles classis praetoriae nnatis III Marte stipendiorum XIII natione Cursicanus Marcus Didius Polio heres et commanipularis et Gellia Excitata  ,tabula,epitaph,Spain,Dis Manibus Lucius Numisius Liberalis miles classis praetoriae Ravennatis III Marte stipendiorum XIII natione Cursicanus Marcus Didius Polio heres et commanipularis et Gellia Excitata,dis manibus lucius numisius liberalis miles classis praetoriae ravennatis iii marte stipendiorum xiii natione cursicanus marcus didius polio heres et commanipularis et gellia excitata,Dis Manibus Lucius Numisius Liberalis miles classis praetoriae Ravennatis III Marte stipendiorum XIII natione Cursicanus Marcus Didius Polio heres et commanipularis et Gellia Excitata,dis manibus
HD026865,NA,NA,-3.5103,38.2069,NA,Spain,Dis Manibus sacrum Marco Magio Vitali Laxcutensi sic annorum LXXV sodales hic situs est sit tibi terra levis,NULL,NULL,Spain,Dis Manibus sacrum Marco Magio Vitali Laxcutensi annorum LXXV sodales hic situs est sit tibi terra levis,dis manibus sacrum marco magio vitali laxcutensi annorum lxxv sodales hic situs est sit tibi terra levis,Dis Manibus sacrum Marco Magio Vitali Laxcutensi annorum LXXV sodales hic situs est sit tibi terra levis,dis manibus sacrum
HD026867,0101,0150,0.5216,40.8125,stele,Spain,Dis Manibus Auli Caecili Cubiculari peregre defuncti Porcia Euphrosyne marito optimo posuit             ,stele,epitaph,Spain,Dis Manibus Auli Caecili Cubiculari peregre defuncti Porcia Euphrosyne marito optimo posuit,dis manibus auli caecili cubiculari peregre defuncti porcia euphrosyne marito optimo posuit,Dis Manibus Auli Caecili Cubiculari peregre defuncti Porcia Euphrosyne marito optimo posuit,dis manibus
HD026870,0071,0150,0.5216,40.8125,stele?,Spain,                Dis Manibus Quinto Iulio Flaviano patrono et marito pientissimo et Quinto Iulio Gaetulico patri Flaviani Iulia Marcia impensa sua fecit             ,stele,epitaph,Spain,Dis Manibus Quinto Iulio Flaviano patrono et marito pientissimo et Quinto Iulio Gaetulico patri Flaviani Iulia Marcia impensa sua fecit,dis manibus quinto iulio flaviano patrono et marito pientissimo et quinto iulio gaetulico patri flaviani iulia marcia impensa sua fecit,Dis Manibus Quinto Iulio Flaviano patrono et marito pientissimo et Quinto Iulio Gaetulico patri Flaviani Iulia Marcia impensa sua fecit,dis manibus
HD026891,0151,0200,0.521,40.811,altar,Spain,Dis Manibus Iuli Lupi VI viri Augustalis Iulia Nymphidia patrono indulgentissimo bene merenti posuit,altar,epitaph,Spain,Dis Manibus Iuli Lupi VI viri Augustalis Iulia Nymphidia patrono indulgentissimo bene merenti posuit,dis manibus iuli lupi vi viri augustalis iulia nymphidia patrono indulgentissimo bene merenti posuit,Dis Manibus Iuli Lupi VI viri Augustalis Iulia Nymphidia patrono indulgentissimo bene merenti posuit,dis manibus
HD026894,0151,0250,0.5177,40.9742,tabula,Spain,Dis Manibus Quinto Lo Syntucheti et  Furio Menomacho Lucio Veranio  Furia Nectaris Cn mater IEO--YS MSDMA-- ET,tabula,epitaph,Spain,Dis Manibus Quinto Lo Syntucheti et Furio Menomacho Lucio Veranio Furia Nectaris Cn mater IEO YS MSDMA ET,dis manibus quinto lo syntucheti et furio menomacho lucio veranio furia nectaris cn mater ieo ys msdma et,Dis Manibus Quinto Lo Syntucheti et Furio Menomacho Lucio Veranio Furia Nectaris Cn mater IEO YS MSDMA ET,dis manibus
HD027452,0171,0230,-3.5603,37.8489,altar,Spain,Dis Manibus sacrum Cornelius Cnaei filius Cinna vixit annis quasi XXX pius in suis faciendum curavit locum et titulum sepulturae filius eius Firminus             ,altar,epitaph,Spain,Dis Manibus sacrum Cornelius Cnaei filius Cinna vixit annis quasi XXX pius in suis faciendum curavit locum et titulum sepulturae filius eius Firminus,dis manibus sacrum cornelius cnaei filius cinna vixit annis quasi xxx pius in suis faciendum curavit locum et titulum sepulturae filius eius firminus,Dis Manibus sacrum Cornelius Cnaei filius Cinna vixit annis quasi XXX pius in suis faciendum curavit locum et titulum sepulturae filius eius Firminus,dis manibus sacrum
HD027458,0131,0170,-3.5603,37.8489,stele,Spain,Dis Manibus sacrum Cornelia Delphis Marci Vesivi Muri annorum LX hic sita est sit tibi terra levis,stele,epitaph,Spain,Dis Manibus sacrum Cornelia Delphis Marci Vesivi Muri annorum LX hic sita est sit tibi terra levis,dis manibus sacrum cornelia delphis marci vesivi muri annorum lx hic sita est sit tibi terra levis,Dis Manibus sacrum Cornelia Delphis Marci Vesivi Muri annorum LX hic sita est sit tibi terra levis,dis manibus sacrum
HD027464,0171,0230,-3.4766,37.842,NA,Spain,Dis Manibus sacrum Iulia Marci filia Sempronia vixit annis LVIII pia in suis sit tibi terra levis,NULL,epitaph,Spain,Dis Manibus sacrum Iulia Marci filia Sempronia vixit annis LVIII pia in suis sit tibi terra levis,dis manibus sacrum iulia marci filia sempronia vixit annis lviii pia in suis sit tibi terra levis,Dis Manibus sacrum Iulia Marci filia Sempronia vixit annis LVIII pia in suis sit tibi terra levis,dis manibus sacrum
HD027467,0171,0200,-3.5603,37.8489,altar,Spain,Dis Manibus sacrum Porcia Publi filia Antistia Materniana vixit annis LX hic sita est Marcus Aemilius Marci filius Eugenetus uxori bene merenti sit tibi terra levis,altar,epitaph,Spain,Dis Manibus sacrum Porcia Publi filia Antistia Materniana vixit annis LX hic sita est Marcus Aemilius Marci filius Eugenetus uxori bene merenti sit tibi terra levis,dis manibus sacrum porcia publi filia antistia materniana vixit annis lx hic sita est marcus aemilius marci filius eugenetus uxori bene merenti sit tibi terra levis,Dis Manibus sacrum Porcia Publi filia Antistia Materniana vixit annis LX hic sita est Marcus Aemilius Marci filius Eugenetus uxori bene merenti sit tibi terra levis,dis manibus sacrum
